Localização,Latitude {N+/S-},Longitude {E+/W-},Zona Horaria {+/- GMT},Elevação {m},,,,,,,,,,,,,,
Salvador,-12.90,-38.33,-3,13,,,,,,,,,,,,,,

Mês,Dia,Hora,TBS {C},TBU {C},T. Pto Orvalho {C},Pressao Atmosferica {kPa},Umidade {kg/kg},U. R. {%},Densidade do ar {kg/m3},Entalpia {BTU/LB},Velocidade do Vento {m/s},Direção do Vento {graus},Cobertura Total de Nuvens {decimas},Rad Horizontal Extraterreste {Wh/m2},Rad Global Horizontal {Wh/m2},Rad Direta {Wh/m2},Rad Direta Normal {Wh/m2},Rad Difusa Horizontal {Wh/m2}
6,17,2,24.6,20.8,18.8,101.8,0.013780795,71,1.165457941,59.7,5,190,10,0,0,0,0,0
6,17,3,24.3,21.5,20.0,101.8,0.014888017,78,1.164605109,62.2,2,170,6,0,0,0,0,0
6,17,4,24.1,20.7,18.9,101.7,0.013866668,74,1.166114053,59.4,4,190,3,0,0,0,0,0
6,17,5,24.1,20.6,18.7,101.7,0.013729143,73,1.166366327,59.0,5,180,0,0,0,0,0,0
6,17,6,24.0,20.5,18.6,101.7,0.013633864,73,1.166933746,58.7,3,180,0,0,0,0,0,0
6,17,7,24.0,20.5,18.6,101.8,0.013618714,73,1.168109015,58.7,3,180,1,23,13,6,14,7
6,17,8,25.4,22.0,20.2,101.8,0.015146731,75,1.15984298,64.0,3,190,6,265,172,114,198,58
6,17,9,25.9,21.4,19.1,101.9,0.014061712,67,1.161018437,61.7,4,180,4,538,151,6,8,145
6,17,10,26.5,22.0,19.8,102.0,0.014653492,68,1.15875264,63.8,6,190,10,766,215,8,10,206
6,17,11,26.5,22.5,20.5,102.0,0.015385255,71,1.157422243,65.7,6,180,10,935,262,10,11,251
6,17,12,22.9,22.0,21.3,102.0,0.016161595,93,1.170071395,64.0,4,140,10,1031,289,11,11,277
6,17,13,24.6,22.1,20.7,102.0,0.015593892,81,1.164426803,64.3,3,190,10,1049,294,12,12,282
6,17,14,26.0,22.9,21.3,101.9,0.016209373,77,1.156724454,67.3,3,200,10,988,435,97,107,337
6,17,15,25.5,22.5,21.0,101.8,0.015838639,77,1.158196814,65.8,2,180,8,852,239,9,12,229
6,17,16,26.1,23.0,21.4,101.7,0.016353924,77,1.153807016,67.8,3,200,10,650,286,64,100,222
6,17,17,24.0,22.5,21.6,101.7,0.01648561,88,1.161721465,65.9,3,170,8,395,144,16,33,128
6,17,18,23.0,21.7,20.8,101.7,0.015735143,89,1.167015976,63.0,3,180,9,109,48,11,27,37
6,17,19,23.0,21.7,20.8,101.8,0.015718747,89,1.168193519,63.0,5,180,8,0,0,0,0,0
6,17,20,23.1,22.1,21.4,101.8,0.016256873,92,1.166814549,64.4,5,140,8,0,0,0,0,0
6,17,21,22.6,22.4,22.0,101.9,0.016891689,98,1.168772778,65.5,8,160,10,0,0,0,0,0
6,17,22,23.3,21.5,20.4,101.9,0.015290479,85,1.168942771,62.2,4,160,4,0,0,0,0,0
6,17,23,23.6,22.0,21.0,101.9,0.01588437,87,1.166673747,64.0,4,170,0,0,0,0,0,0
6,17,24,24.6,21.7,20.1,101.9,0.015032063,78,1.164311216,62.9,5,180,1,0,0,0,0,0
6,18,1,24.4,21.6,20.1,101.9,0.01497261,78,1.165202566,62.5,4,190,4,0,0,0,0,0
6,18,2,24.2,21.6,20.2,101.9,0.015056303,80,1.165833102,62.5,5,150,4,0,0,0,0,0
6,18,3,24.2,21.5,20.0,101.8,0.01492985,79,1.164920251,62.2,5,160,3,0,0,0,0,0
6,18,4,24.1,21.5,20.1,101.8,0.01497169,80,1.165235603,62.2,6,150,4,0,0,0,0,0
6,18,5,24.2,21.2,19.6,101.7,0.014521206,77,1.164523105,61.2,5,150,5,0,0,0,0,0
6,18,6,24.0,21.1,19.5,101.8,0.01444858,77,1.16658584,60.8,8,150,3,0,0,0,0,0
6,18,7,24.0,21.0,19.4,101.8,0.014308818,77,1.166842088,60.4,6,150,6,23,15,11,25,4
6,18,8,24.3,21.2,19.5,101.9,0.014447746,76,1.166555585,61.1,6,150,3,264,187,144,254,43
6,18,9,26.4,21.6,19.2,101.9,0.01413703,66,1.158943257,62.4,4,150,1,537,327,191,264,137
6,18,10,26.2,21.6,19.3,102.0,0.014204292,67,1.160732921,62.4,6,170,5,765,496,329,383,167
6,18,11,26.6,21.5,18.9,102.0,0.013895363,64,1.159747166,62.0,8,170,4,934,633,455,476,178
6,18,12,27.5,22.5,20.1,102.0,0.014966859,65,1.15433028,65.7,7,160,3,1030,375,42,42,333
6,18,13,27.5,22.6,20.2,101.9,0.01513216,66,1.152899376,66.1,7,170,9,1049,743,571,580,172
6,18,14,28.0,22.1,19.2,101.9,0.014189013,60,1.152691631,64.2,8,150,1,988,700,538,588,162
6,18,15,27.7,21.8,18.9,101.8,0.013897386,60,1.153237406,63.2,6,150,1,852,479,229,286,251
6,18,16,27.4,22.0,19.4,101.8,0.01431094,63,1.15363823,63.9,4,130,6,650,441,317,488,124
6,18,17,26.8,21.8,19.3,101.8,0.014272704,65,1.156015359,63.2,4,150,3,396,268,193,388,76
6,18,18,25.5,21.6,19.6,101.8,0.014528964,71,1.160579955,62.5,3,160,3,110,75,54,133,21
6,18,19,24.8,21.4,19.6,101.9,0.014520928,74,1.164464046,61.8,4,180,3,0,0,0,0,0
6,18,20,23.8,21.4,20.1,101.9,0.014939042,81,1.167618444,61.8,3,190,4,0,0,0,0,0
6,18,21,24.2,21.2,19.6,101.9,0.014489526,77,1.166871299,61.1,3,180,5,0,0,0,0,0
6,18,22,24.8,21.0,19.0,101.9,0.013959312,71,1.165492436,60.3,4,130,5,0,0,0,0,0
6,18,23,24.4,21.4,19.8,101.9,0.0146881,77,1.165723275,61.8,4,140,3,0,0,0,0,0
6,18,24,24.4,20.8,18.9,101.9,0.013848772,73,1.167262121,59.6,3,170,4,0,0,0,0,0
6,19,1,24.4,21.0,19.2,101.9,0.014126205,74,1.166753018,60.4,3,180,4,0,0,0,0,0
6,19,2,23.1,21.7,20.8,101.9,0.015660443,89,1.169053229,62.9,3,180,0,0,0,0,0,0
6,19,3,19.8,18.7,17.9,101.9,0.012979273,90,1.187214419,52.7,0,0,4,0,0,0,0,0
6,19,4,19.2,18.8,18.3,101.8,0.013370478,96,1.18775171,53.1,4,180,8,0,0,0,0,0
6,19,5,22.2,21.0,20.2,101.8,0.015061514,90,1.172566254,60.5,6,180,4,0,0,0,0,0
6,19,6,23.1,21.4,20.4,101.8,0.015248133,86,1.168661667,61.9,6,180,6,0,0,0,0,0
6,19,7,22.4,21.8,21.2,101.8,0.016114756,95,1.169838604,63.4,6,180,10,22,6,0,1,6
6,19,8,23.8,21.5,20.2,101.8,0.015097245,82,1.166182926,62.2,6,170,10,263,74,3,5,71
6,19,9,24.4,21.2,19.5,101.9,0.014405973,75,1.166240081,61.1,8,170,10,536,150,6,8,144
6,19,10,25.4,22.0,20.2,102.0,0.015113454,75,1.162182352,63.9,8,170,10,764,214,8,10,206
6,19,11,23.3,21.4,20.3,102.0,0.015132319,85,1.170380391,61.8,9,190,10,933,261,10,11,251
6,19,12,24.3,21.4,19.8,102.0,0.01471391,78,1.167212235,61.7,3,180,10,1030,288,11,11,277
6,19,13,25.4,21.8,19.9,101.9,0.014841079,73,1.161539558,63.2,9,170,10,1049,382,43,44,339
6,19,14,26.1,21.9,19.8,101.9,0.014692598,70,1.159092764,63.5,8,180,9,988,277,11,12,266
6,19,15,25.1,21.6,19.8,101.8,0.014696109,74,1.161831375,62.5,7,180,10,853,239,9,12,229
6,19,16,24.8,22.2,20.8,101.8,0.015689834,80,1.161188781,64.7,4,170,10,651,182,7,11,175
6,19,17,23.6,22.1,21.2,101.8,0.016046896,88,1.165231923,64.4,4,190,10,397,111,4,9,107
6,19,18,22.2,21.6,21.0,101.8,0.015910857,95,1.171004969,62.6,5,180,10,111,31,1,3,30
6,19,19,22.4,21.5,20.8,101.9,0.015667744,92,1.171808675,62.2,7,200,10,0,0,0,0,0
6,19,20,22.3,21.4,20.7,101.9,0.015567367,92,1.17238985,61.9,2,200,10,0,0,0,0,0
6,19,21,22.8,21.3,20.3,101.9,0.015216131,88,1.171054295,61.5,4,180,8,0,0,0,0,0
6,19,22,22.1,21.5,20.9,102.0,0.015777481,95,1.173948428,62.2,4,180,10,0,0,0,0,0
6,19,23,23.1,21.6,20.6,102.0,0.015500834,88,1.170493479,62.5,4,170,6,0,0,0,0,0
6,19,24,22.9,21.5,20.6,101.9,0.01545809,89,1.170214367,62.2,7,200,10,0,0,0,0,0
6,20,1,24.0,22.0,20.9,101.9,0.015716577,84,1.165409836,64.0,8,180,10,0,0,0,0,0
6,20,2,23.6,21.5,20.3,101.9,0.015164835,83,1.167991311,62.2,8,190,10,0,0,0,0,0
6,20,3,23.6,21.5,20.3,101.8,0.015180979,83,1.166815532,62.2,7,190,10,0,0,0,0,0
6,20,4,24.0,21.0,19.4,101.8,0.014308818,77,1.166842088,60.4,8,190,5,0,0,0,0,0
6,20,5,23.5,21.1,19.7,101.8,0.01465755,81,1.168168534,60.8,4,210,3,0,0,0,0,0
6,20,6,23.1,21.0,19.8,101.8,0.014684917,83,1.169695525,60.4,4,180,4,0,0,0,0,0
6,20,7,24.5,21.0,19.1,101.8,0.014100088,73,1.16526426,60.4,5,180,10,22,6,0,1,6
6,20,8,24.0,21.1,19.5,101.9,0.014432856,77,1.167760651,60.7,3,190,10,262,170,112,199,57
6,20,9,24.8,21.2,19.3,101.9,0.014238941,73,1.164980173,61.0,4,180,4,535,195,22,30,173
6,20,10,25.6,21.4,19.2,101.9,0.014186879,69,1.161955646,61.7,5,160,9,763,466,271,316,194
6,20,11,26.2,22.1,20.0,101.9,0.01494075,70,1.158254107,64.3,5,190,5,932,340,38,40,302
6,20,12,26.8,22.5,20.4,101.9,0.015276824,69,1.155327587,65.7,5,180,9,1029,288,11,11,277
6,20,13,27.0,22.0,19.5,101.8,0.014477902,65,1.154872603,63.9,5,180,10,1049,294,12,12,282
6,20,14,26.9,22.0,19.6,101.8,0.014519658,66,1.155181707,63.9,4,180,10,988,641,425,464,216
6,20,15,26.8,22.0,19.6,101.7,0.014578091,66,1.154325723,64.0,4,190,4,853,311,35,44,276
6,20,16,25.6,22.1,20.3,101.7,0.015225328,74,1.157785116,64.4,4,200,9,651,237,27,41,211
6,20,17,24.5,22.1,20.8,101.7,0.015686136,81,1.161224065,64.4,3,200,9,398,145,16,33,129
6,20,18,22.7,22.0,21.4,101.7,0.016295679,94,1.167173426,64.1,0,0,9,112,31,1,3,30
6,20,19,22.3,21.8,21.3,101.8,0.01615676,96,1.170157526,63.4,4,170,10,0,0,0,0,0
6,20,20,22.3,21.9,21.4,101.8,0.016301612,97,1.169891965,63.7,3,190,10,0,0,0,0,0
6,20,21,22.4,22.1,21.7,101.8,0.016551101,97,1.169039171,64.5,6,170,10,0,0,0,0,0
6,20,22,23.4,22.3,21.5,101.8,0.016424497,91,1.165328097,65.2,4,170,10,0,0,0,0,0
6,20,23,23.3,22.0,21.1,101.8,0.016026962,89,1.166447554,64.1,6,190,10,0,0,0,0,0
6,20,24,23.0,21.7,20.8,101.8,0.015718747,89,1.168193519,63.0,6,190,10,0,0,0,0,0
6,21,1,22.5,21.5,20.8,101.8,0.015641958,92,1.170310082,62.3,7,180,10,0,0,0,0,0
6,21,2,24.0,20.5,18.6,101.8,0.013618714,73,1.168109015,58.7,6,180,10,0,0,0,0,0
6,21,3,24.1,20.6,18.7,101.7,0.013729143,73,1.166366327,59.0,5,170,9,0,0,0,0,0
6,21,4,24.1,20.5,18.5,101.7,0.013592191,72,1.166617658,58.7,4,180,8,0,0,0,0,0
6,21,5,24.0,20.5,18.6,101.7,0.013633864,73,1.166933746,58.7,5,180,8,0,0,0,0,0
6,21,6,23.5,20.1,18.2,101.7,0.013299776,74,1.169515324,57.3,4,180,3,0,0,0,0,0
6,21,7,23.1,21.0,19.8,101.7,0.01470058,83,1.168517763,60.5,3,190,10,21,9,2,5,7
6,21,8,24.0,20.4,18.4,101.7,0.013497465,72,1.167184221,58.3,4,190,8,260,146,70,123,77
6,21,9,24.3,20.8,18.9,101.8,0.013905892,73,1.166403875,59.7,4,190,6,534,346,229,318,117
6,21,10,26.0,21.4,19.1,101.8,0.014036012,67,1.159538194,61.8,3,190,4,762,465,271,316,194
6,21,11,25.5,21.5,19.4,101.8,0.014386498,71,1.160839784,62.1,3,170,5,931,604,400,420,203
6,21,12,25.6,21.5,19.4,101.8,0.014344744,70,1.160527365,62.1,5,180,4,1029,667,442,443,225
6,21,13,27.0,21.4,18.6,101.8,0.013619236,61,1.156432814,61.7,5,180,4,1048,680,451,458,229
6,21,14,27.3,21.4,18.4,101.7,0.01351035,60,1.154341019,61.8,4,180,4,989,641,425,464,216
6,21,15,26.5,22.0,19.8,101.7,0.014703418,68,1.155253945,64.0,5,180,4,853,606,467,585,139
6,21,16,26.4,21.5,19.0,101.6,0.014043257,65,1.155701627,62.2,3,170,0,652,463,357,550,106
6,21,17,26.1,21.1,18.5,101.6,0.013604076,64,1.157659616,60.8,2,190,0,399,283,218,438,65
6,21,18,25.0,20.7,18.4,101.7,0.013491577,68,1.163280244,59.4,3,200,0,113,80,62,153,18
6,21,19,23.9,20.3,18.3,101.7,0.013403279,72,1.167750226,58.0,3,200,0,0,0,0,0,0
6,21,20,23.7,20.2,18.3,101.7,0.013351268,73,1.168632649,57.7,2,190,0,0,0,0,0,0
6,21,21,23.7,20.5,18.7,101.7,0.01375892,75,1.167883279,58.7,2,190,4,0,0,0,0,0
6,21,22,23.7,20.7,19.0,101.7,0.014033534,77,1.167379007,59.4,3,200,5,0,0,0,0,0
6,21,23,23.7,20.5,18.7,101.7,0.01375892,75,1.167883279,58.7,3,200,4,0,0,0,0,0
6,21,24,23.8,20.2,18.2,101.7,0.013309628,72,1.168315678,57.7,3,190,1,0,0,0,0,0
6,22,1,23.4,20.4,18.7,101.7,0.013747529,76,1.169085696,58.4,3,200,0,0,0,0,0,0
6,22,2,23.4,20.4,18.7,101.7,0.013747529,76,1.169085696,58.4,2,190,5,0,0,0,0,0
6,22,3,23.4,20.5,18.9,101.6,0.013899218,77,1.167657537,58.7,2,210,3,0,0,0,0,0
6,22,4,23.8,20.5,18.7,101.6,0.013732411,74,1.166390648,58.7,3,200,5,0,0,0,0,0
6,22,5,23.9,20.6,18.8,101.6,0.013827811,75,1.165823035,59.1,4,200,5,0,0,0,0,0
6,22,6,23.9,20.6,18.8,101.6,0.013827811,75,1.165823035,59.1,3,200,6,0,0,0,0,0
6,22,7,24.0,21.1,19.5,101.7,0.014464335,77,1.16541103,60.8,4,200,10,21,6,0,1,6
6,22,8,24.2,21.1,19.4,101.7,0.014380788,76,1.164780071,60.8,3,200,10,259,73,3,5,70
6,22,9,25.0,21.5,19.7,101.7,0.014611516,74,1.161233677,62.2,2,190,10,533,149,6,8,143
6,22,10,25.0,22.1,20.6,101.8,0.015459783,78,1.160828651,64.4,3,190,10,762,213,8,10,205
6,22,11,26.1,22.9,21.3,101.8,0.016185049,76,1.15524717,67.3,7,170,10,931,261,10,11,250
6,22,12,26.0,22.6,20.9,101.8,0.015777584,75,1.156371697,66.2,7,180,10,1029,288,11,11,277
6,22,13,26.0,22.0,20.0,101.7,0.014912418,71,1.156805095,64.0,3,210,10,1048,382,43,44,339
6,22,14,26.2,22.0,19.9,101.7,0.014828799,70,1.156184017,64.0,3,210,9,989,277,11,12,266
6,22,15,25.6,22.1,20.3,101.6,0.015242157,74,1.156616136,64.4,3,210,10,854,239,9,12,230
6,22,16,24.0,22.0,20.9,101.6,0.015766695,84,1.161887477,64.1,3,180,10,653,183,7,11,176
6,22,17,25.0,22.5,21.2,101.6,0.016082913,81,1.157416588,65.9,3,180,10,400,112,4,9,107
6,22,18,24.8,22.5,21.2,101.6,0.016166862,82,1.158041144,66.0,4,120,10,114,32,1,3,31
6,22,19,23.5,23.0,22.5,101.7,0.017447751,96,1.161928521,67.9,0,0,10,0,0,0,0,0
6,22,20,22.0,21.8,21.4,101.7,0.016299323,98,1.169934903,63.4,0,0,10,0,0,0,0,0
6,22,21,21.5,21.0,20.5,101.7,0.01537045,96,1.173628183,60.5,0,0,8,0,0,0,0,0
6,22,22,21.0,20.5,20.0,101.8,0.014871723,96,1.177700674,58.8,0,0,6,0,0,0,0,0
6,22,23,20.5,20.3,19.9,101.8,0.014807862,98,1.179824262,58.1,0,0,4,0,0,0,0,0
6,22,24,20.5,20.3,19.9,101.8,0.014807862,98,1.179824262,58.1,0,0,5,0,0,0,0,0
6,23,1,20.0,19.8,19.4,101.8,0.014343552,98,1.182698959,56.4,3,190,10,0,0,0,0,0
6,23,2,20.1,19.9,19.5,101.8,0.014435356,98,1.1821251,56.7,2,200,10,0,0,0,0,0
6,23,3,21.2,21.0,20.6,101.7,0.015496227,98,1.174592538,60.5,3,70,10,0,0,0,0,0
6,23,4,20.4,20.0,19.5,101.6,0.014473484,96,1.17852632,57.1,0,0,10,0,0,0,0,0
6,23,5,19.5,19.1,18.6,101.7,0.013645853,96,1.184855022,54.1,0,0,10,0,0,0,0,0
6,23,6,18.4,18.1,17.7,101.7,0.012832164,97,1.190849887,50.9,0,0,10,0,0,0,0,0
6,23,7,20.1,19.9,19.5,101.7,0.014449964,98,1.18093677,56.8,0,0,10,21,6,0,1,6
6,23,8,21.4,21.1,20.7,101.8,0.015536902,97,1.174874194,60.9,0,0,10,258,72,3,5,70
6,23,9,24.2,21.6,20.2,101.8,0.015072546,80,1.164659311,62.6,0,0,10,532,234,52,73,181
6,23,10,24.3,21.7,20.3,101.9,0.015157628,80,1.165255814,62.9,0,0,8,761,277,31,36,246
6,23,11,24.0,21.5,20.1,101.9,0.014997396,80,1.166725669,62.2,0,0,9,930,339,38,40,301
6,23,12,24.0,22.0,20.9,101.9,0.015716577,84,1.165409836,64.0,3,270,9,1028,627,365,366,262
6,23,13,26.1,22.5,20.7,101.8,0.015587143,74,1.156330572,65.8,2,210,5,1048,680,451,458,229
6,23,14,26.0,22.7,21.0,101.8,0.015926758,76,1.156101274,66.6,2,250,4,989,556,265,290,291
6,23,15,27.0,22.5,20.3,101.7,0.015227534,68,1.152380829,65.8,0,0,6,855,481,229,287,252
6,23,16,26.0,22.0,20.0,101.7,0.014912418,71,1.156805095,64.0,0,0,6,654,424,281,433,143
6,23,17,26.3,21.5,19.1,101.7,0.014068787,66,1.157179,62.2,2,170,4,401,146,16,33,130
6,23,18,25.5,21.4,19.3,101.7,0.014260679,70,1.159928808,61.8,3,160,9,115,32,1,3,31
6,23,19,24.9,21.8,20.2,101.7,0.015083153,76,1.160763286,63.3,0,0,10,0,0,0,0,0
6,23,20,22.5,22.0,21.5,101.8,0.016363004,96,1.168988122,64.1,0,0,9,0,0,0,0,0
6,23,21,21.4,20.9,20.4,101.8,0.015257057,96,1.175390155,60.1,0,0,5,0,0,0,0,0
6,23,22,21.0,20.8,20.4,101.9,0.015270152,98,1.178120477,59.8,0,0,10,0,0,0,0,0
6,23,23,21.0,20.8,20.4,101.9,0.015270152,98,1.178120477,59.8,0,0,10,0,0,0,0,0
6,23,24,21.5,20.6,19.9,101.9,0.014784557,92,1.177018215,59.0,0,0,10,0,0,0,0,0
6,24,1,21.5,20.8,20.2,101.9,0.015060679,94,1.176508032,59.8,0,0,9,0,0,0,0,0
6,24,2,20.5,20.0,19.5,101.9,0.014387576,96,1.181763216,57.0,0,0,10,0,0,0,0,0
6,24,3,20.5,20.5,20.2,101.8,0.015081095,100,1.17931823,58.8,0,0,5,0,0,0,0,0
6,24,4,19.5,19.1,18.6,101.8,0.013631987,96,1.186045944,54.1,0,0,0,0,0,0,0,0
6,24,5,19.2,18.7,18.2,101.8,0.013242636,95,1.187990756,52.8,0,0,4,0,0,0,0,0
6,24,6,19.2,19.0,18.6,101.8,0.013627736,98,1.187270966,53.8,0,0,8,0,0,0,0,0
6,24,7,22.8,20.0,18.4,101.9,0.013427725,78,1.174350384,56.9,4,150,5,20,11,5,12,6
6,24,8,23.5,20.0,18.0,101.9,0.01313624,73,1.172116993,56.9,2,150,6,257,157,91,162,66
6,24,9,24.8,21.6,19.9,102.0,0.014789095,76,1.165115907,62.4,1,150,5,531,233,52,73,181
6,24,10,25.5,20.6,18.0,102.1,0.013085376,64,1.166646109,58.8,5,140,8,760,428,204,237,224
6,24,11,26.6,21.2,18.4,102.1,0.013457012,62,1.161685015,60.9,6,160,6,930,523,249,261,274
6,24,12,27.0,22.5,20.3,102.1,0.015158865,68,1.157037992,65.7,4,140,6,1028,578,276,276,303
6,24,13,28.1,21.6,18.4,102.0,0.013412552,57,1.15484937,62.3,5,160,6,1049,590,281,286,309
6,24,14,28.3,21.7,18.4,102.0,0.013471704,56,1.153975741,62.7,6,160,6,990,642,426,465,216
6,24,15,28.0,22.0,19.1,101.9,0.014044058,59,1.152954345,63.8,3,160,4,855,376,84,106,292
6,24,16,27.1,21.5,18.7,101.9,0.013703076,61,1.157030639,62.0,4,180,8,655,183,7,11,176
6,24,17,26.0,20.8,18.1,101.9,0.013182341,63,1.162237233,59.6,3,170,10,402,112,4,9,108
6,24,18,25.1,20.6,18.2,101.9,0.013282134,67,1.165561273,58.9,3,180,10,116,51,11,28,39
6,24,19,24.4,20.4,18.2,101.9,0.013300815,70,1.168268954,58.3,3,180,8,0,0,0,0,0
6,24,20,24.1,20.0,17.7,101.9,0.012886633,69,1.170210984,56.9,3,180,10,0,0,0,0,0
6,24,21,24.4,20.0,17.6,102.0,0.012747314,67,1.170435225,56.8,4,170,10,0,0,0,0,0
6,24,22,24.3,20.4,18.3,102.0,0.013327463,70,1.169759518,58.2,3,180,9,0,0,0,0,0
6,24,23,24.1,20.2,18.1,102.0,0.013140271,70,1.170891579,57.5,3,190,9,0,0,0,0,0
6,24,24,24.4,20.5,18.4,102.0,0.013421864,70,1.169192653,58.6,3,180,10,0,0,0,0,0
6,25,1,24.1,21.0,19.3,102.0,0.01423585,76,1.168875237,60.3,3,170,6,0,0,0,0,0
6,25,2,23.4,21.0,19.6,101.9,0.014543867,81,1.169919268,60.4,3,180,9,0,0,0,0,0
6,25,3,23.1,21.0,19.8,101.9,0.014669285,83,1.170873287,60.4,3,180,9,0,0,0,0,0
6,25,4,22.3,20.9,20.0,101.8,0.014880173,88,1.172503154,60.1,3,170,8,0,0,0,0,0
6,25,5,22.1,20.8,19.9,101.9,0.014809516,89,1.174580266,59.7,3,170,8,0,0,0,0,0
6,25,6,22.3,21.0,20.1,101.9,0.015004005,89,1.173426758,60.4,3,160,6,0,0,0,0,0
6,25,7,22.1,20.7,19.8,101.9,0.01467127,88,1.174835325,59.4,2,170,5,20,9,2,5,7
6,25,8,23.8,21.5,20.2,101.9,0.015081103,82,1.167358066,62.2,2,170,8,256,156,91,161,65
6,25,9,24.3,21.5,20.0,102.0,0.014855778,78,1.166952208,62.1,3,150,5,530,148,6,8,143
6,25,10,26.4,24.0,22.8,102.1,0.017699844,82,1.154750186,71.5,2,130,10,760,334,75,87,259
6,25,11,24.8,22.6,21.4,102.1,0.016229222,83,1.163626452,66.1,4,140,8,930,409,92,96,317
6,25,12,26.8,23.0,21.2,102.1,0.015989208,73,1.156302514,67.6,4,140,8,1028,578,276,276,303
6,25,13,26.9,23.0,21.1,102.0,0.01596495,72,1.154828914,67.6,5,170,6,1049,711,511,519,200
6,25,14,27.5,22.9,20.7,101.9,0.015580442,68,1.152088734,67.2,5,160,3,990,557,266,290,291
6,25,15,27.2,23.2,21.3,101.9,0.016160344,72,1.152191467,68.4,4,170,6,856,376,84,106,292
6,25,16,27.3,22.7,20.5,101.9,0.015364656,68,1.153245973,66.5,7,130,8,656,239,27,41,212
6,25,17,24.1,21.3,19.8,101.9,0.014672131,78,1.166929053,61.4,4,160,9,403,177,40,80,137
6,25,18,23.8,21.1,19.6,101.9,0.014516423,79,1.16839373,60.7,4,140,8,117,33,1,3,31
6,25,19,22.9,21.3,20.3,102.0,0.015158337,87,1.171913862,61.4,6,160,10,0,0,0,0,0
6,25,20,22.7,21.3,20.4,102.0,0.015242107,88,1.172551929,61.4,3,150,10,0,0,0,0,0
6,25,21,22.8,21.4,20.5,102.0,0.015341755,89,1.171972453,61.8,4,160,9,0,0,0,0,0
6,25,22,21.6,21.0,20.4,102.0,0.01528159,95,1.176854944,60.4,4,160,10,0,0,0,0,0
6,25,23,21.5,21.0,20.5,102.0,0.015323499,96,1.177176933,60.4,4,140,10,0,0,0,0,0
6,25,24,21.6,21.1,20.6,102.0,0.015421566,96,1.176596497,60.8,6,160,9,0,0,0,0,0
6,26,1,23.6,19.5,17.2,102.0,0.012418639,69,1.174198603,55.2,8,160,0,0,0,0,0,0
6,26,2,23.6,20.0,18.0,102.0,0.013080016,72,1.172975723,56.9,8,170,6,0,0,0,0,0
6,26,3,23.9,19.5,17.0,101.9,0.012308214,67,1.172066748,55.2,7,150,5,0,0,0,0,0
6,26,4,23.5,20.0,18.0,101.9,0.01313624,73,1.172116993,56.9,7,160,5,0,0,0,0,0
6,26,5,24.0,20.1,18.0,101.9,0.013062174,70,1.170281207,57.2,7,160,1,0,0,0,0,0
6,26,6,23.1,20.6,19.2,101.9,0.014115832,80,1.171892058,59.0,6,180,0,0,0,0,0,0
6,26,7,23.5,20.1,18.2,101.9,0.013270279,74,1.171869669,57.3,5,180,0,20,12,7,16,5
6,26,8,24.6,21.0,19.1,101.9,0.014042746,73,1.166122306,60.3,7,140,5,256,173,124,220,49
6,26,9,26.1,21.0,18.4,102.0,0.013402021,64,1.162586931,60.2,7,140,3,529,343,228,316,116
6,26,10,26.9,21.1,18.1,102.0,0.013208229,60,1.159840974,60.6,8,150,4,759,515,370,431,145
6,26,11,27.5,22.0,19.3,102.0,0.014235989,62,1.155656373,63.8,6,150,3,929,630,453,474,177
6,26,12,27.5,22.0,19.3,102.0,0.014235989,62,1.155656373,63.8,7,140,3,1028,697,501,502,196
6,26,13,27.8,21.8,18.8,102.0,0.013822925,59,1.155254429,63.1,6,150,3,1049,711,511,519,200
6,26,14,27.5,22.4,19.9,101.9,0.014836474,65,1.153434701,65.3,6,140,3,991,671,483,527,189
6,26,15,27.1,21.5,18.7,101.8,0.013719179,61,1.155865903,62.1,5,140,3,857,581,417,523,163
6,26,16,27.0,22.0,19.5,101.8,0.014477902,65,1.154872603,63.9,4,170,3,657,401,233,360,167
6,26,17,25.5,22.1,20.4,101.8,0.015250392,75,1.159266001,64.3,4,150,5,404,246,144,289,103
6,26,18,25.1,21.3,19.3,101.8,0.014270293,72,1.162608955,61.4,4,160,5,118,80,57,143,22
6,26,19,24.3,21.1,19.4,101.8,0.014323272,75,1.165638764,60.8,4,160,3,0,0,0,0,0
6,26,20,24.2,21.1,19.4,101.9,0.014349314,76,1.167128418,60.7,3,170,4,0,0,0,0,0
6,26,21,24.0,21.0,19.4,101.9,0.014293196,77,1.168016975,60.4,4,150,1,0,0,0,0,0
6,26,22,24.0,21.0,19.4,101.9,0.014293196,77,1.168016975,60.4,3,180,1,0,0,0,0,0
6,26,23,24.1,21.0,19.3,102.0,0.01423585,76,1.168875237,60.3,3,160,4,0,0,0,0,0
6,26,24,24.0,21.0,19.4,102.0,0.014277606,77,1.169191862,60.3,3,160,3,0,0,0,0,0
6,27,1,24.1,20.2,18.1,101.9,0.013155066,70,1.169716398,57.6,6,150,3,0,0,0,0,0
6,27,2,23.9,20.3,18.3,101.9,0.013373401,72,1.17010171,57.9,5,160,1,0,0,0,0,0
6,27,3,23.8,20.4,18.5,101.9,0.013550719,74,1.170169166,58.3,4,150,3,0,0,0,0,0
6,27,4,23.5,20.5,18.8,101.8,0.013827165,76,1.169694228,58.7,4,140,5,0,0,0,0,0
